Date,AXISBANK.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS
2025-11-11,1221.557861328125,975.564697265625,1346.944580078125,416.6606750488281
2025-11-12,1220.6585693359375,973.4005126953125,1347.53955078125,416.1814880371094
2025-11-13,1224.2557373046875,970.596923828125,1374.3138427734375,414.32470703125
2025-11-14,1240.6431884765625,973.4988403320312,1361.521728515625,415.22314453125
2025-11-17,1248.636962890625,980.3357543945312,1367.4715576171875,419.8551330566406
2025-11-18,1264.4249267578125,976.302490234375,1361.9183349609375,417.8985290527344
2025-11-19,1269.4210205078125,978.41748046875,1371.5372314453125,420.4541015625
2025-11-20,1284.2095947265625,992.4356689453125,1371.4381103515625,419.0165710449219
2025-11-21,1274.81689453125,981.8114013671875,1358.0509033203125,416.84033203125
2025-11-24,1268.0220947265625,982.8934936523438,1356.960205078125,416.7405090332031
2025-11-25,1265.32421875,973.6956176757812,1346.4488525390625,413.26654052734375
2025-11-26,1289.2056884765625,987.5662231445312,1363.5050048828125,420.03485107421875
2025-11-27,1286.3079833984375,993.0750732421875,1380.5611572265625,421.3126220703125
2025-11-28,1278.7137451171875,991.2059936523438,1377.189697265625,424.1477355957031
2025-12-01,1274.7169189453125,985.7954711914062,1378.478759765625,428.77972412109375
2025-12-02,1257.030517578125,973.6956176757812,1361.521728515625,427.7415466308594
2025-12-03,1269.720703125,984.2214965820312,1379.8670654296875,428.4802551269531
2025-12-04,1279.0135498046875,980.9752197265625,1375.1070556640625,426.34393310546875
2025-12-05,1281.51171875,986.9759521484375,1380.858642578125,430.23724365234375
2025-12-08,1272.8184814453125,986.7791748046875,1377.98291015625,425.58526611328125
2025-12-09,1274.916748046875,980.8768310546875,1363.7032470703125,424.8066101074219
2025-12-10,1277.6146240234375,973.6956176757812,1352.2001953125,425.16595458984375
2025-12-11,1271.7191162109375,984.0247802734375,1348.63037109375,435.28851318359375
2025-12-12,1285.10888671875,985.2052612304688,1354.5802001953125,434.5697326660156
2025-12-15,1283.8099365234375,979.89306640625,1353.786865234375,435.50811767578125
2025-12-16,1218.66015625,978.1223754882812,1354.5802001953125,435.7277526855469
2025-12-17,1223.756103515625,967.989990234375,1341.0938720703125,433.89093017578125
2025-12-18,1228.852294921875,963.7599487304688,1345.4571533203125,432.17388916015625
2025-12-19,1229.651611328125,969.465576171875,1342.7796630859375,431.1556396484375
2025-12-22,1232.2496337890625,971.6298217773438,1357.059326171875,429.1990051269531
2025-12-23,1224.0560302734375,980.3849487304688,1351.605224609375,431.7945251464844
2025-12-24,1225.35498046875,980.9752197265625,1348.43212890625,431.9941711425781
2025-12-26,1227.25341796875,975.9581909179688,1339.110595703125,432.0940246582031
